distribution,package,unit_path
ubuntu,curvedns,usr/lib/systemd/system/curvedns.service
ubuntu,custodia,usr/lib/systemd/system/custodia@.service
ubuntu,cvsd,usr/lib/systemd/system/cvsd.service
ubuntu,cxl,usr/lib/systemd/system/cxl-monitor.service
ubuntu,cyborg-agent,usr/lib/systemd/system/cyborg-agent.service
ubuntu,cyborg-api,usr/lib/systemd/system/cyborg-api.service
ubuntu,cyborg-conductor,usr/lib/systemd/system/cyborg-conductor.service
ubuntu,cyrus-common,usr/lib/systemd/system/cyrus-imapd.service
ubuntu,daemontools-run,usr/lib/systemd/system/daemontools-run.service
ubuntu,dante-server,usr/lib/systemd/system/danted.service
ubuntu,darkstat,usr/lib/systemd/system/darkstat.service
ubuntu,davmail-server,usr/lib/systemd/system/davmail-server.service
ubuntu,dbab,usr/lib/systemd/system/dbab.service
ubuntu,dbeacon,usr/lib/systemd/system/dbeacon.service
ubuntu,dbus,usr/lib/systemd/system/dbus.service
ubuntu,dbus,usr/lib/systemd/system/multi-user.target.wants/dbus.service
ubuntu,dbus-broker,usr/lib/systemd/system/dbus-broker.service
ubuntu,ddccontrol,usr/lib/systemd/system/ddccontrol.service
ubuntu,ddclient,usr/lib/systemd/system/ddclient.service
ubuntu,debci-collector,usr/lib/systemd/system/debci-collector.service
ubuntu,debci-collector,usr/lib/systemd/system/debci-update.service
ubuntu,debci-worker,usr/lib/systemd/system/debci-publisher.service
ubuntu,debci-worker,usr/lib/systemd/system/debci-worker.service
ubuntu,debci-worker,usr/lib/systemd/system/debci-worker@.service
ubuntu,debian-edu-router-config,usr/lib/systemd/system/dnsmasq_d-e-r@.service
ubuntu,debian-edu-router-plugin.content-filter,usr/lib/systemd/system/e2guardian_d-e-r.service
ubuntu,debian-edu-router-plugin.content-filter,usr/lib/systemd/system/squid_d-e-r@.service
ubuntu,debian-edu-router-plugin.content-filter,usr/lib/systemd/system/squid_d-e-r_acl_watcher.service
ubuntu,debian-edu-router-plugin.content-filter,usr/lib/systemd/system/squid_d-e-r_refresh-blacklists.service
ubuntu,debian-edu-router-plugin.content-filter,usr/lib/systemd/system/squid_d-e-r_refresh-generated-ips.service
ubuntu,debian-edu-router-plugin.krb5-connector,usr/lib/systemd/system/squid_d-e-r@.service.d/squid_d-e-r-p.k-c.conf
ubuntu,debian-edu-router-plugin.ldap-connector,usr/lib/systemd/system/squid_d-e-r_refresh-ldap-filterlists.service
ubuntu,debiman,usr/lib/systemd/system/debiman-auxserver.service
ubuntu,debomatic,usr/lib/systemd/system/debomatic.service
ubuntu,debspawn,usr/lib/systemd/system/debspawn-clear-caches.service
ubuntu,debug-me-server,usr/lib/systemd/system/debug-me.service
ubuntu,debusine-server,usr/lib/systemd/system/debusine-server-celery.service
ubuntu,debusine-server,usr/lib/systemd/system/debusine-server-delete-expired.service
ubuntu,debusine-server,usr/lib/systemd/system/debusine-server-migrate.service
ubuntu,debusine-server,usr/lib/systemd/system/debusine-server-periodic-tasks.service
ubuntu,debusine-server,usr/lib/systemd/system/debusine-server-provisioner.service
ubuntu,debusine-server,usr/lib/systemd/system/debusine-server-scheduler.service
ubuntu,debusine-server,usr/lib/systemd/system/debusine-server-vacuum-storage.service
ubuntu,debusine-server,usr/lib/systemd/system/debusine-server.service
ubuntu,debusine-signing,usr/lib/systemd/system/debusine-signing-migrate.service
ubuntu,debusine-signing,usr/lib/systemd/system/debusine-signing.service
ubuntu,debusine-worker,usr/lib/systemd/system/debusine-worker.service
ubuntu,deepin-boot-maker,usr/lib/systemd/system/deepin-boot-maker.service
ubuntu,deepin-log-viewer,usr/lib/systemd/system/deepin-log-viewer-daemon.service
ubuntu,deluge-web,usr/lib/systemd/system/deluge-web.service
ubuntu,deluged,usr/lib/systemd/system/deluged.service
ubuntu,depthcharge-tools,usr/lib/systemd/system/depthcharge-tools.service
ubuntu,designate-agent,usr/lib/systemd/system/designate-agent.service
ubuntu,designate-api,usr/lib/systemd/system/designate-api.service
ubuntu,designate-central,usr/lib/systemd/system/designate-central.service
ubuntu,designate-mdns,usr/lib/systemd/system/designate-mdns.service
ubuntu,designate-pool-manager,usr/lib/systemd/system/designate-pool-manager.service
ubuntu,designate-producer,usr/lib/systemd/system/designate-producer.service
ubuntu,designate-sink,usr/lib/systemd/system/designate-sink.service
ubuntu,designate-worker,usr/lib/systemd/system/designate-worker.service
ubuntu,designate-zone-manager,usr/lib/systemd/system/designate-zone-manager.service
ubuntu,deviceinfo-extras,usr/lib/systemd/system/update-machine-info-from-deviceinfo.service
ubuntu,dgx-desktop-docker-options,etc/systemd/system/docker.service.d/docker-override.conf
ubuntu,dgx-desktop-enable-persistenced,etc/systemd/system/nvidia-persistenced.service.d/persistence-override.conf
ubuntu,dgx-desktop-pro-activation,usr/lib/systemd/system/dgx-desktop-pro-activation.service
ubuntu,dhcp-helper,usr/lib/systemd/system/dhcp-helper.service
ubuntu,dhcp-probe,usr/lib/systemd/system/dhcp-probe.service
ubuntu,dhcp-probe,usr/lib/systemd/system/dhcp-probe@.service
ubuntu,dhcpcd,usr/lib/systemd/system/dhcpcd.service
ubuntu,dhcpcd,usr/lib/systemd/system/dhcpcd@.service
ubuntu,dhcpy6d,usr/lib/systemd/system/dhcpy6d.service
ubuntu,diaspora-common,usr/lib/systemd/system/diaspora-puma.service
ubuntu,diaspora-common,usr/lib/systemd/system/diaspora-sidekiq.service
ubuntu,diaspora-common,usr/lib/systemd/system/diaspora.service
ubuntu,dicod,usr/lib/systemd/system/dicod.service
ubuntu,dicod,usr/lib/systemd/system/dicod@.service
ubuntu,dicod,usr/lib/systemd/system/dictd.service
ubuntu,dictd,usr/lib/systemd/system/dictd.service
ubuntu,dictd,usr/lib/systemd/system/dictd@.service
ubuntu,didiwiki,usr/lib/systemd/system/didiwiki.service
ubuntu,direvent,usr/lib/systemd/system/direvent.service
ubuntu,direwolf,usr/lib/systemd/system/direwolf.service
ubuntu,distcc,usr/lib/systemd/system/distcc.service
ubuntu,dkimpy-milter,usr/lib/systemd/system/dkimpy-milter.service
ubuntu,dlm-controld,usr/lib/systemd/system/dlm.service
ubuntu,dlt-daemon,usr/lib/systemd/system/dlt.service
ubuntu,dlt-tools,usr/lib/systemd/system/dlt-dbus.service
ubuntu,dlt-tools,usr/lib/systemd/system/dlt-system.service
ubuntu,dma,usr/lib/systemd/system/dma.service
ubuntu,dmarcts-report-parser,usr/lib/systemd/system/dmarcts-report-parser.service
ubuntu,dmeventd,usr/lib/systemd/system/dm-event.service
ubuntu,dmucs,usr/lib/systemd/system/dmucs.service
ubuntu,dnf-plugins-core,usr/lib/systemd/system/dnf-system-upgrade-cleanup.service
ubuntu,dnf-plugins-core,usr/lib/systemd/system/dnf-system-upgrade.service
ubuntu,dnf5-server,usr/lib/systemd/system/dnf-automatic.service
ubuntu,dnf5-server,usr/lib/systemd/system/dnf5-automatic.service
ubuntu,dnf5-server,usr/lib/systemd/system/dnf5-makecache.service
ubuntu,dnf5-server,usr/lib/systemd/system/dnf5-offline-transaction-cleanup.service
ubuntu,dnf5-server,usr/lib/systemd/system/dnf5-offline-transaction.service
ubuntu,dnf5-server,usr/lib/systemd/system/dnf5daemon-server.service
ubuntu,dns-flood-detector,usr/lib/systemd/system/dns-flood-detector.service
ubuntu,dns2tcp,usr/lib/systemd/system/dns2tcpd.service
ubuntu,dnscache,usr/lib/systemd/system/dnscache.service
ubuntu,dnscrypt-proxy,usr/lib/systemd/system/dnscrypt-proxy-resolvconf.service
ubuntu,dnscrypt-proxy,usr/lib/systemd/system/dnscrypt-proxy.service
ubuntu,dnsdist,usr/lib/systemd/system/dnsdist.service
ubuntu,dnsdist,usr/lib/systemd/system/dnsdist@.service
ubuntu,dnsmasq,usr/lib/systemd/system/dnsmasq.service
ubuntu,dnsmasq,usr/lib/systemd/system/dnsmasq@.service
ubuntu,dnsproxy,usr/lib/systemd/system/dnsproxy.service
ubuntu,dnss,usr/lib/systemd/system/dnss.service
ubuntu,dnssec-trigger,usr/lib/systemd/system/dnssec-triggerd-keygen.service
ubuntu,dnssec-trigger,usr/lib/systemd/system/dnssec-triggerd.service
ubuntu,docker-registry,usr/lib/systemd/system/docker-registry.service
ubuntu,docker.io,usr/lib/systemd/system/docker.service
ubuntu,dotdee,usr/lib/systemd/system/dotdee.service
ubuntu,dovecot-core,usr/lib/systemd/system/dovecot.service
ubuntu,downtimed,usr/lib/systemd/system/downtimed.service
ubuntu,dpdk,usr/lib/systemd/system/dpdk.service
ubuntu,dphys-swapfile,usr/lib/systemd/system/dphys-swapfile.service
ubuntu,dpkg,usr/lib/systemd/system/dpkg-db-backup.service
ubuntu,dqcache,usr/lib/systemd/system/dqcache.service
ubuntu,dracut-core,usr/lib/systemd/system/dracut-cmdline.service
ubuntu,dracut-core,usr/lib/systemd/system/dracut-initqueue.service
ubuntu,dracut-core,usr/lib/systemd/system/dracut-mount.service
ubuntu,dracut-core,usr/lib/systemd/system/dracut-pre-mount.service
ubuntu,dracut-core,usr/lib/systemd/system/dracut-pre-pivot.service
ubuntu,dracut-core,usr/lib/systemd/system/dracut-pre-trigger.service
ubuntu,dracut-core,usr/lib/systemd/system/dracut-pre-udev.service
ubuntu,dracut-core,usr/lib/systemd/system/dracut-shutdown-onfailure.service
ubuntu,dracut-core,usr/lib/systemd/system/dracut-shutdown.service
ubuntu,dracut-core,usr/lib/systemd/system/initrd.target.wants/dracut-cmdline.service
ubuntu,dracut-core,usr/lib/systemd/system/initrd.target.wants/dracut-initqueue.service
ubuntu,dracut-core,usr/lib/systemd/system/initrd.target.wants/dracut-mount.service
ubuntu,dracut-core,usr/lib/systemd/system/initrd.target.wants/dracut-pre-mount.service
ubuntu,dracut-core,usr/lib/systemd/system/initrd.target.wants/dracut-pre-pivot.service
ubuntu,dracut-core,usr/lib/systemd/system/initrd.target.wants/dracut-pre-trigger.service
ubuntu,dracut-core,usr/lib/systemd/system/initrd.target.wants/dracut-pre-udev.service
ubuntu,dracut-core,usr/lib/systemd/system/sysinit.target.wants/dracut-shutdown.service
ubuntu,drbd-utils,usr/lib/systemd/system/drbd-demote-or-escalate@.service
ubuntu,drbd-utils,usr/lib/systemd/system/drbd-lvchange@.service
ubuntu,drbd-utils,usr/lib/systemd/system/drbd-promote@.service
ubuntu,drbd-utils,usr/lib/systemd/system/drbd-reconfigure-suspend-or-error@.service
ubuntu,drbd-utils,usr/lib/systemd/system/drbd-wait-promotable@.service
ubuntu,drbd-utils,usr/lib/systemd/system/drbd.service
ubuntu,drbd-utils,usr/lib/systemd/system/drbd@.service
ubuntu,drbd-utils,usr/lib/systemd/system/ocf.ra@.service
ubuntu,drkonqi,usr/lib/systemd/system/drkonqi-coredump-processor@.service
ubuntu,drkonqi,usr/lib/systemd/system/systemd-coredump@.service.wants/drkonqi-coredump-processor@.service
ubuntu,droid-juicer,usr/lib/systemd/system/droid-juicer.service
ubuntu,dropbear,usr/lib/systemd/system/dropbear.service
ubuntu,e2fsprogs,usr/lib/systemd/system/e2scrub@.service
ubuntu,e2fsprogs,usr/lib/systemd/system/e2scrub_all.service
ubuntu,e2fsprogs,usr/lib/systemd/system/e2scrub_fail@.service
ubuntu,e2fsprogs,usr/lib/systemd/system/e2scrub_reap.service
ubuntu,e2guardian,usr/lib/systemd/system/e2guardian.service
ubuntu,ead,usr/lib/systemd/system/ead.service
ubuntu,earlyoom,usr/lib/systemd/system/earlyoom.service
ubuntu,ec2-hibinit-agent,usr/lib/systemd/system/hibinit-agent.service
ubuntu,ec2-instance-connect,lib/systemd/system/ec2-instance-connect-harvest-hostkeys.service
ubuntu,ec2-instance-connect,lib/systemd/system/ssh.service.d/ec2-instance-connect.conf
ubuntu,edac-utils,usr/lib/systemd/system/edac.service
ubuntu,eg25-manager,usr/lib/systemd/system/eg25-manager.service
ubuntu,ejabberd,usr/lib/systemd/system/ejabberd.service
ubuntu,email-reminder,usr/lib/systemd/system/email-reminder-collect.service
ubuntu,email-reminder,usr/lib/systemd/system/email-reminder.service
ubuntu,emptty,usr/lib/systemd/system/emptty@.service
ubuntu,endlessh,usr/lib/systemd/system/endlessh.service
ubuntu,epics-base,lib/systemd/system/epics-base.service
ubuntu,erbium,usr/lib/systemd/system/erbium.service
ubuntu,ergochat,usr/lib/systemd/system/ergochat.service
ubuntu,erlang-base,usr/lib/systemd/system/epmd.service
ubuntu,errbot,usr/lib/systemd/system/errbot@.service
ubuntu,espeakup,usr/lib/systemd/system/espeakup.service
ubuntu,etcd-discovery,usr/lib/systemd/system/etcd-discovery.service
ubuntu,etcd-server,usr/lib/systemd/system/etcd.service
ubuntu,etckeeper,usr/lib/systemd/system/etckeeper.service
ubuntu,evremap,usr/lib/systemd/system/evremap.service
ubuntu,exabgp,usr/lib/systemd/system/exabgp.service
ubuntu,exchange-bmc-os-info,usr/lib/systemd/system/exchange-bmc-os-info.service
ubuntu,exim4-base,usr/lib/systemd/system/exim4-base.service
ubuntu,exim4-daemon-heavy,usr/lib/systemd/system/exim4.service
ubuntu,exim4-daemon-light,usr/lib/systemd/system/exim4.service
ubuntu,fai-nfsroot,usr/lib/systemd/system/fai.service
ubuntu,fail2ban,usr/lib/systemd/system/fail2ban.service
ubuntu,fair,usr/lib/systemd/system/fair-carrousel.service
ubuntu,fair,usr/lib/systemd/system/fair-transponder.service
ubuntu,fair,usr/lib/systemd/system/fair.service
ubuntu,fake-hwclock,usr/lib/systemd/system/fake-hwclock-load.service
ubuntu,fake-hwclock,usr/lib/systemd/system/fake-hwclock-save.service
ubuntu,fake-hwclock,usr/lib/systemd/system/fake-hwclock.service
ubuntu,fancontrol,usr/lib/systemd/system/fancontrol.service
ubuntu,fangfrisch,usr/lib/systemd/system/fangfrisch.service
ubuntu,fapolicyd,usr/lib/systemd/system/fapolicyd.service
ubuntu,farpd,usr/lib/systemd/system/farpd.service
ubuntu,fastd,usr/lib/systemd/system/fastd@.service
ubuntu,fastnetmon,usr/lib/systemd/system/fastnetmon.service
ubuntu,fcgiwrap,usr/lib/systemd/system/fcgiwrap.service
ubuntu,fcoe-utils,usr/lib/systemd/system/fcoe-utils.service
ubuntu,fence-virtd,usr/lib/systemd/system/fence_virtd.service
ubuntu,fenrir,usr/lib/systemd/system/fenrir.service
ubuntu,ferm,usr/lib/systemd/system/ferm.service
ubuntu,festival,usr/lib/systemd/system/festival.service
ubuntu,fetch-crl,usr/lib/systemd/system/fetch-crl.service
ubuntu,fever,usr/lib/systemd/system/fever.service
ubuntu,ffproxy,usr/lib/systemd/system/ffproxy.service
ubuntu,finalrd,lib/systemd/system/finalrd.service
ubuntu,fio,usr/lib/systemd/system/fio.service
ubuntu,firebird3.0-server,usr/lib/systemd/system/firebird3.0.service
ubuntu,firebird4.0-server,usr/lib/systemd/system/firebird4.0.service
ubuntu,firehol,usr/lib/systemd/system/firehol.service
ubuntu,fireqos,usr/lib/systemd/system/fireqos.service
ubuntu,firewalld,usr/lib/systemd/system/firewalld.service
ubuntu,flamethrower,usr/lib/systemd/system/flamethrower.service
ubuntu,flatpak,usr/lib/systemd/system/flatpak-system-helper.service
ubuntu,foolsm,usr/lib/systemd/system/foolsm.service
ubuntu,foomuuri,usr/lib/systemd/system/foomuuri-boot.service
ubuntu,foomuuri,usr/lib/systemd/system/foomuuri-dbus.service
ubuntu,foomuuri,usr/lib/systemd/system/foomuuri-iplist.service
ubuntu,foomuuri,usr/lib/systemd/system/foomuuri-monitor.service
ubuntu,foomuuri,usr/lib/systemd/system/foomuuri.service
ubuntu,fort-validator,usr/lib/systemd/system/fort.service
ubuntu,fprintd,usr/lib/systemd/system/fprintd.service
ubuntu,fprobe,usr/lib/systemd/system/fprobe.service
ubuntu,freedombox,usr/lib/systemd/system/avahi-daemon.service.d/freedombox.conf
ubuntu,freedombox,usr/lib/systemd/system/bind9.service.d/freedombox.conf
ubuntu,freedombox,usr/lib/systemd/system/calibre-server-freedombox.service
ubuntu,freedombox,usr/lib/systemd/system/coturn.service.d/freedombox.conf
ubuntu,freedombox,usr/lib/systemd/system/deluge-web.service.d/freedombox.conf
ubuntu,freedombox,usr/lib/systemd/system/deluged.service.d/freedombox.conf
ubuntu,freedombox,usr/lib/systemd/system/freedombox-manual-upgrade.service
ubuntu,freedombox,usr/lib/systemd/system/freedombox-privileged.service
ubuntu,freedombox,usr/lib/systemd/system/janus.service.d/freedombox.conf
ubuntu,freedombox,usr/lib/systemd/system/kiwix-server-freedombox.service
ubuntu,freedombox,usr/lib/systemd/system/matrix-synapse.service.d/freedombox.conf
ubuntu,freedombox,usr/lib/systemd/system/mediawiki-jobrunner.service.d/freedombox.conf
ubuntu,freedombox,usr/lib/systemd/system/miniflux.service.d/freedombox.conf
ubuntu,freedombox,usr/lib/systemd/system/nextcloud-cron-freedombox.service
ubuntu,freedombox,usr/lib/systemd/system/plinth.service
ubuntu,freedombox,usr/lib/systemd/system/quasselcore.service.d/freedombox.conf
ubuntu,freedombox,usr/lib/systemd/system/shadowsocks-libev-local@.service.d/freedombox.conf
ubuntu,freedombox,usr/lib/systemd/system/shadowsocks-libev-server@.service.d/freedombox.conf
ubuntu,freedombox,usr/lib/systemd/system/smbd.service.d/freedombox.conf
ubuntu,freedombox,usr/lib/systemd/system/sogo.service.d/freedombox.conf
ubuntu,freedombox,usr/lib/systemd/system/ssh.service.d/freedombox.conf
ubuntu,freedombox,usr/lib/systemd/system/syncthing@syncthing.service.d/freedombox.conf
ubuntu,freedombox,usr/lib/systemd/system/transmission-daemon.service.d/freedombox.conf
ubuntu,freedombox,usr/lib/systemd/system/uwsgi-app@bepasty-freedombox.service.d/freedombox.conf
ubuntu,freedombox,usr/lib/systemd/system/uwsgi-app@radicale.service.d/freedombox.conf
ubuntu,freedombox,usr/lib/systemd/system/wordpress-freedombox.service
ubuntu,freedombox,usr/lib/systemd/system/zramswap.service.d/freedombox.conf
ubuntu,freeipa-client-epn,usr/lib/systemd/system/ipa-epn.service
ubuntu,freeipa-healthcheck,usr/lib/systemd/system/ipa-healthcheck.service
ubuntu,freeipmi-bmc-watchdog,usr/lib/systemd/system/bmc-watchdog.service
ubuntu,freeipmi-ipmidetect,usr/lib/systemd/system/ipmidetectd.service
ubuntu,freeipmi-ipmiseld,usr/lib/systemd/system/ipmiseld.service
ubuntu,freeradius,usr/lib/systemd/system/freeradius.service
ubuntu,friendly-recovery,lib/systemd/system/friendly-recovery.service
ubuntu,frr,usr/lib/systemd/system/frr.service
ubuntu,frr,usr/lib/systemd/system/frr@.service
ubuntu,ftp-proxy,usr/lib/systemd/system/ftp-proxy.service
ubuntu,fusioninventory-agent,usr/lib/systemd/system/fusioninventory-agent.service
ubuntu,fwknop-server,usr/lib/systemd/system/fwknop-server.service
ubuntu,fwlogwatch,usr/lib/systemd/system/fwlogwatch.service
ubuntu,fwupd,usr/lib/systemd/system/fwupd-refresh.service
ubuntu,fwupd,usr/lib/systemd/system/fwupd.service
ubuntu,g15daemon,usr/lib/systemd/system/g15daemon.service
ubuntu,g810-led,usr/lib/systemd/system/g810-led-reboot.service
ubuntu,galera-arbitrator-4,usr/lib/systemd/system/garb.service
ubuntu,galera-arbitrator-4,usr/lib/systemd/system/garbd.service
ubuntu,galileo-daemon,usr/lib/systemd/system/galileo-daemon.service
ubuntu,gammu-smsd,usr/lib/systemd/system/gammu-smsd.service
ubuntu,gap-scscp,usr/lib/systemd/system/gapd.service
ubuntu,garagemq,usr/lib/systemd/system/garagemq.service
ubuntu,gavodachs2-server,usr/lib/systemd/system/dachs.service
ubuntu,gcpegg,usr/lib/systemd/system/gcpegg.service
ubuntu,gdm3,usr/lib/systemd/system/gdm.service
ubuntu,gdm3,usr/lib/systemd/system/gdm3.service
ubuntu,gdm3,usr/lib/systemd/system/gnome-headless-session@.service
ubuntu,gdnsd,usr/lib/systemd/system/gdnsd.service
ubuntu,gearman-job-server,usr/lib/systemd/system/gearman-job-server.service
ubuntu,geoclue-2.0,usr/lib/systemd/system/geoclue.service
ubuntu,geoipupdate,usr/lib/systemd/system/geoipupdate.service
ubuntu,gerbera,usr/lib/systemd/system/gerbera.service
ubuntu,gfmd,usr/lib/systemd/system/gfmd.service
ubuntu,gfsd,usr/lib/systemd/system/gfsd.service
ubuntu,git-keeper,usr/lib/systemd/system/git-keeper.service
ubuntu,gkrellmd,usr/lib/systemd/system/gkrellmd.service
ubuntu,glance-api,usr/lib/systemd/system/glance-api.service
ubuntu,glances,usr/lib/systemd/system/glances.service
ubuntu,globus-gatekeeper,usr/lib/systemd/system/globus-gatekeeper.service
ubuntu,globus-gridftp-server-progs,usr/lib/systemd/system/globus-gridftp-server.service
ubuntu,globus-gridftp-server-progs,usr/lib/systemd/system/globus-gridftp-sshftp.service
ubuntu,globus-scheduler-event-generator-progs,usr/lib/systemd/system/globus-scheduler-event-generator@.service
ubuntu,glusterfs-server,usr/lib/systemd/system/gluster-ta-volume.service
ubuntu,glusterfs-server,usr/lib/systemd/system/glusterd.service
ubuntu,glusterfs-server,usr/lib/systemd/system/glustereventsd.service
ubuntu,glusterfs-server,usr/lib/systemd/system/glusterfssharedstorage.service
ubuntu,gmediarender,usr/lib/systemd/system/gmediarender.service
ubuntu,gnocchi-metricd,usr/lib/systemd/system/gnocchi-metricd.service
ubuntu,gnocchi-statsd,usr/lib/systemd/system/gnocchi-statsd.service
ubuntu,gnome-remote-desktop,usr/lib/systemd/system/gnome-remote-desktop-configuration.service
ubuntu,gnome-remote-desktop,usr/lib/systemd/system/gnome-remote-desktop.service
ubuntu,gnss-share,usr/lib/systemd/system/gnss-share.service
ubuntu,gnumed-server,usr/lib/systemd/system/gm-backup_and_zip_database.service
ubuntu,gnunet,usr/lib/systemd/system/gnunet.service
ubuntu,gnupg-pkcs11-scd-proxy,usr/lib/systemd/system/gnupg-pkcs11-scd-proxy.service
ubuntu,gnustep-base-runtime,usr/lib/systemd/system/gdomap.service
ubuntu,gobgpd,usr/lib/systemd/system/gobgpd.service
ubuntu,goiardi,usr/lib/systemd/system/goiardi.service
ubuntu,golang-redoctober,usr/lib/systemd/system/golang-redoctober.service
ubuntu,google-compute-engine-oslogin,lib/systemd/system/google-oslogin-cache.service
ubuntu,google-guest-agent,lib/systemd/system/gce-workload-cert-refresh.service
ubuntu,google-guest-agent,lib/systemd/system/google-guest-agent-manager.service
ubuntu,google-guest-agent,lib/systemd/system/google-guest-agent.service
ubuntu,google-guest-agent,lib/systemd/system/google-guest-compat-manager.service
ubuntu,google-guest-agent,lib/systemd/system/google-shutdown-scripts.service
ubuntu,google-guest-agent,lib/systemd/system/google-startup-scripts.service
ubuntu,google-osconfig-agent,lib/systemd/system/google-osconfig-agent.service
ubuntu,gophernicus,usr/lib/systemd/system/gophernicus@.service
ubuntu,gotd,usr/lib/systemd/system/gotd.service
ubuntu,gpm,usr/lib/systemd/system/gpm.service
ubuntu,gpsd,usr/lib/systemd/system/gpsd.service
ubuntu,gpsd,usr/lib/systemd/system/gpsdctl@.service
ubuntu,graphite-carbon,usr/lib/systemd/system/carbon-aggregator-cache@.service
ubuntu,graphite-carbon,usr/lib/systemd/system/carbon-aggregator@.service
ubuntu,graphite-carbon,usr/lib/systemd/system/carbon-cache.service
ubuntu,graphite-carbon,usr/lib/systemd/system/carbon-relay@.service
ubuntu,graphite-web,usr/lib/systemd/system/graphite_build_search_index.service
ubuntu,greetd,usr/lib/systemd/system/greetd.service
ubuntu,greylistd,usr/lib/systemd/system/greylistd.service
ubuntu,grokmirror,usr/lib/systemd/system/grok-fsck@.service
ubuntu,grokmirror,usr/lib/systemd/system/grok-pull@.service
ubuntu,groonga-server-gqtp,usr/lib/systemd/system/groonga-server-gqtp.service
ubuntu,groonga-server-http,usr/lib/systemd/system/groonga-server-http.service
ubuntu,gross,usr/lib/systemd/system/gross.service
ubuntu,group-service,usr/lib/systemd/system/group-admin-daemon.service
ubuntu,grub2-common,usr/lib/systemd/system/grub-initrd-fallback.service
ubuntu,grub2-common,usr/lib/systemd/system/grub2-common.service
ubuntu,gsad,usr/lib/systemd/system/greenbone-security-assistant.service
ubuntu,gsad,usr/lib/systemd/system/gsad.service
ubuntu,gssproxy,usr/lib/systemd/system/gssproxy.service
ubuntu,guerillabackup,usr/lib/systemd/system/guerillabackup-generator.service
ubuntu,guerillabackup,usr/lib/systemd/system/guerillabackup-transfer.service
ubuntu,gvmd,usr/lib/systemd/system/gvmd.service
ubuntu,haproxy,usr/lib/systemd/system/haproxy.service
ubuntu,hardinfo2,usr/lib/systemd/system/hardinfo2.service
ubuntu,haveged,usr/lib/systemd/system/haveged.service
ubuntu,hd-idle,usr/lib/systemd/system/hd-idle.service
ubuntu,hdapsd,usr/lib/systemd/system/hdapsd.service
ubuntu,hdapsd,usr/lib/systemd/system/hdapsd@.service
ubuntu,hddemux,usr/lib/systemd/system/hddemux.service
ubuntu,heartbeat,usr/lib/systemd/system/heartbeat.service
ubuntu,heat-engine,usr/lib/systemd/system/heat-engine.service
ubuntu,hexagonrpcd,usr/lib/systemd/system/hexagonrpcd-resume.service
ubuntu,hexagonrpcd,usr/lib/systemd/system/hexagonrpcd-suspend.service
ubuntu,hexagonrpcd,usr/lib/systemd/system/hexagonrpcd.service
ubuntu,hfd-service,usr/lib/systemd/system/hfd-service.service
ubuntu,hifiberry-dsp,usr/lib/systemd/system/sigmatcpserver.service
ubuntu,hipercontracer,usr/lib/systemd/system/hipercontracer.service
ubuntu,hipercontracer,usr/lib/systemd/system/hipercontracer@.service
ubuntu,hipercontracer-importer,usr/lib/systemd/system/hpct-importer.service
ubuntu,hipercontracer-rtunnel,usr/lib/systemd/system/hpct-rtunnel.service
ubuntu,hipercontracer-sync,usr/lib/systemd/system/hpct-sync.service
ubuntu,hipercontracer-trigger,usr/lib/systemd/system/hpct-trigger.service
ubuntu,hipercontracer-trigger,usr/lib/systemd/system/hpct-trigger@.service
ubuntu,hipercontracer-udp-echo-server,usr/lib/systemd/system/udp-echo-server.service
ubuntu,hitch,usr/lib/systemd/system/hitch.service
ubuntu,hostapd,usr/lib/systemd/system/hostapd.service
ubuntu,hostapd,usr/lib/systemd/system/hostapd@.service
ubuntu,hpsockd,usr/lib/systemd/system/hpsockd.service
ubuntu,htpdate,usr/lib/systemd/system/htpdate.service
ubuntu,hugo-mx-gateway,lib/systemd/system/hugo-mx-gateway.service
ubuntu,hylafax-server,usr/lib/systemd/system/faxgetty@.service
ubuntu,hylafax-server,usr/lib/systemd/system/faxq.service
ubuntu,hylafax-server,usr/lib/systemd/system/hfaxd.service
ubuntu,hylafax-server,usr/lib/systemd/system/hylafax.service
ubuntu,i2pd,usr/lib/systemd/system/i2pd.service
ubuntu,i8kutils,usr/lib/systemd/system/i8kmon.service
ubuntu,ibacm,usr/lib/systemd/system/ibacm.service
ubuntu,icecast2,usr/lib/systemd/system/icecast2.service
ubuntu,icinga2-bin,usr/lib/systemd/system/icinga2.service
ubuntu,icingadb,usr/lib/systemd/system/icingadb.service
ubuntu,icingaweb2-module-director,usr/lib/systemd/system/icingaweb2-module-director.service
ubuntu,ifetch-tools,usr/lib/systemd/system/ifetch-tools.service
ubuntu,ifupdown,usr/lib/systemd/system/ifup@.service
ubuntu,ifupdown,usr/lib/systemd/system/ifupdown-pre.service
ubuntu,ifupdown,usr/lib/systemd/system/ifupdown-wait-online.service
ubuntu,ifupdown,usr/lib/systemd/system/networking.service
ubuntu,ifupdown-extra,usr/lib/systemd/system/networking-routes.service
ubuntu,ifupdown-ng-compat,usr/lib/systemd/system/networking.service
ubuntu,iio-sensor-proxy,usr/lib/systemd/system/iio-sensor-proxy.service
ubuntu,iiod,usr/lib/systemd/system/iiod.service
ubuntu,iipimage-server,usr/lib/systemd/system/iipsrv.service
ubuntu,ikiwiki-hosting-web,usr/lib/systemd/system/ikiwiki-hosting-web.service
